1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
WFCM16LC24,,300571578,45,7250000,120,360,0.0441,0.0441,20161006,0,Y,Y,1,3,Y,5,20191005,20260605,20260605,L(36) GRTR 1% or YM(80) O(4),,,20191006,,,,,,,,1,,,,,,N,,,120,360,20260906,7250000,0.0441,0.0001265,,,,,0.000005,0.0439685,27531.88,1,Crestwood Apartments,8930 Painter Avenue,Whittier,CA,90602,Incomplete,MF,,92,1974,776601,1.78,15400000,20160411,0.98,1321415,544814,,N,,,Y,Y,1,,,,,752405,1.73,,RMF,N,,0,WL,20160818,36,,1,
WFCM16LC24,,28000909,46,7200000,120,360,0.0475,0.0475,20160806,0,Y,Y,1,3,Y,5,20181005,,20260405,L(26) D(90) O(4),,,20190806,,,,,,,,1,,,,,,N,,,118,360,20260706,7200000,0.0475,0.0001265,,,,,0.000005,0.0473685,29450,3,Austin Multifamily Portfolio,Various,Austin,TX,Various,Incomplete,MF,,84,,606451.22,1.35,10950000,20160511,0.92,1001543,395091.78,,N,,,Y,Y,1,,20181006,,,585451.22,1.3,,LCF,N,,0,WL,20160614,34,,1,
WFCM16LC24,,306490047,47,7000000,120,360,0.048,0.048,20160906,0,N,Y,1,3,Y,2,20181005,,20260505,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260806,6992206.76,0.048,0.0004855,,,,,0.000005,0.0475095,36726.57,1,Hilton Garden Inn Athens Downtown,390 East Washington Street,Athens,GA,30601,Incomplete,LO,,185,2006,3141429,2.5,34300000,20160610,0.73,8066614,4925184,,N,,,Y,Y,1,,20181006,,,2818765,2.24,,RMF,N,,2,PP,20160715,0,,1,
WFCM16LC24,,28000920,48,7000000,120,360,0.0405,0.0405,20160906,0,N,Y,1,3,Y,2,20181005,,20260505,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260806,6990791.33,0.0405,0.0001265,,,,,0.000005,0.0403685,33621.17,1,TIHT Commercial,One Central Park West,New York,NY,10023,Incomplete,MU,28876,,1960,788449.3,1.95,17000000,20160601,1,2072136.49,1283687.19,,N,,,Y,N,1,,20181006,,,765348.72,1.9,,LCF,N,,0,WL,20160711,0,,1,
WFCM16LC24,,300571582,52,6375000,120,360,0.0472,0.0472,20161006,0,N,Y,1,3,Y,2,20181005,,20260605,L(24) D(92) O(4),,,,,,,,,,,1,,,,,,N,,,120,360,20260906,6375000,0.0472,0.0001265,,,,,0.000005,0.0470685,33139.84,1,Greenrich Building,6222 Richmond Avenue,Houston,TX,77057,Incomplete,OF,119387,,1984,717186,1.8,8750000,20160630,0.76,2005757,1288571,,N,,,Y,Y,1,,20181006,,,573922,1.44,,RMF,N,,0,WL,20160819,0,,1,
WFCM16LC24,,306490053,53,6250000,120,360,0.047,0.047,20160906,0,N,Y,1,3,Y,2,20181005,,20260505,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260806,6242880.28,0.047,0.0001265,,,,,0.000005,0.0468685,32414.86,1,Lakemont Apartments,130 Old Atlanta Highway,Newman,GA,30263,Incomplete,MF,,71,1999,547796,1.41,8560000,20160622,1,772025,224229,,N,,,Y,Y,1,,20181006,,,526638,1.35,,RMF,N,,0,WL,20160729,0,,1,
WFCM16LC24,,28000904,54,6050000,120,300,0.05488,0.05488,20160706,0,N,Y,1,3,Y,2,20181005,,20260305,L(27) D(89) O(4),,,,,,,,,,,1,,,,,,N,,,117,297,20260606,6023394.04,0.05488,0.0001265,,,,,0.000005,0.0547485,37108.95,1,Wingate By Wyndham Raleigh,6115 Corporate Ridge Road,Raleigh,NC,27607,Incomplete,LO,,99,2010,803286.77,1.8,9800000,20160426,0.69,2104209,1300922.23,,N,,,Y,N,1,,20181006,,,719118.41,1.61,,LCF,N,,0,WL,20160524,0,,1,
WFCM16LC24,,600935608,55,6020000,120,300,0.0438,0.0438,20160911,5,Y,Y,1,3,Y,5,20181010,,20260510,L(25) D(91) O(4),,,20190911,,,,,,,,1,,,,,,N,,,119,300,20260811,6020000,0.0438,0.0006015,,,,,0.000005,0.0431935,22705.43,1,Grove Park Center,4515 Poplar Avenue,Memphis,TN,38117,Incomplete,OF,60339,,1962,653459,1.65,8700000,20160606,0.96,1162896,509436,,N,,,Y,Y,1,,20181011,,,553471,1.4,,WFB,N,,0,WL,20160722,35,,1,
WFCM16LC24,,28000935,56,6000000,120,360,0.0451,0.0451,20161006,0,Y,Y,1,3,Y,5,20181005,,20260705,L(24) D(93) O(3),,,20181006,,,,,,,,1,,,,,,N,,,120,360,20260906,6000000,0.0451,0.0001265,,,,,0.000005,0.0449685,23301.67,1,The Rotunda Building,5819 Highway 6,Missouri City,TX,77459,Incomplete,OF,51827,,1985,590306.84,1.62,8100000,20160718,0.84,1158051.58,567744.74,,N,,,Y,Y,1,,20181006,,,538579.35,1.47,,LCF,N,,0,WL,20160812,24,,1,
WFCM16LC24,,300571566,57,5300000,120,360,0.048,0.048,20160906,0,N,Y,1,3,Y,2,20181005,,20260505,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260806,5294099.41,0.048,0.0001265,,,,,0.000005,0.0478685,27807.26,1,Westland Shopping Center,4852-4904 West Broad Street,Columbus,OH,43228,Incomplete,RT,67278,,1985,544947,1.63,7600000,20160627,0.88,829901,284954,,N,,,Y,Y,1,,20181006,,,501216,1.5,,RMF,N,,0,WL,20160801,0,,1,
WFCM16LC24,,410935115,58,5200000,120,360,0.04,0.04,20160911,5,N,Y,1,3,Y,2,20181010,,20260510,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260811,5193085.51,0.04,0.0001265,,,,,0.000005,0.0398685,24825.6,1,151 West Santa Clara,151-155 West Santa Clara Street; 17-37 North San Pedro Street,San Jose,CA,95113,Incomplete,MU,36225,,1910,579919,1.95,13960000,20160518,0.97,1029137,449218,,N,,,Y,Y,1,,20181011,,,544901,1.83,,WFB,N,,0,WL,20160804,0,,1,
WFCM16LC24,,300571567,59,5150000,120,360,0.0475,0.0475,20160906,0,N,Y,1,3,Y,2,20181005,,20260505,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260806,5144200.09,0.0475,0.0001265,,,,,0.000005,0.0473685,26864.84,1,Midway MHP,2140 South Military Highway,Chesapeake,VA,23320,Incomplete,MH,,138,1957,488950,1.52,7400000,20160519,1,791799,302848,,N,,,Y,Y,1,,20181006,,,477073,1.48,,RMF,N,,0,WL,20160801,0,,1,
WFCM16LC24,,410935008,61,4800000,120,360,0.045,0.045,20160911,0,N,Y,1,3,Y,2,20181010,,20260510,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260811,4794279.11,0.045,0.0001265,,,,,0.000005,0.0448685,24320.89,1,College Square III,915 & 941 West March Lane,Stockton,CA,95207,Incomplete,RT,34467,,1978,496693,1.7,7150000,20160519,1,678289,181596,,N,,,Y,Y,1,,20181011,,,453117,1.55,,WFB,N,,0,WL,20160801,0,,1,
WFCM16LC24,,300571565,62,4725000,120,360,0.0493,0.0493,20160906,0,Y,Y,1,3,Y,5,20181005,,20260505,L(25) D(91) O(4),,,20180906,,,,,,,,1,,,,,,N,,,119,360,20260806,4725000,0.0493,0.0001265,,,,,0.000005,0.0491685,20058.94,1,Westview Plaza I,1850 Southwest Fountainview Boulevard,Port St. Lucie,FL,34986,Incomplete,OF,30002,,1999,449255,1.49,6450000,20160624,0.91,700020,250765,,N,,,Y,Y,1,,20181006,,,427451,1.42,,RMF,N,,0,WL,20160729,23,,1,
WFCM16LC24,,600934670,63,4600000,120,300,0.0416,0.0416,20160911,0,N,Y,1,3,Y,2,20181010,20260510,20260510,L(25) GRTR 1% or YM(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,299,20260811,4591789.5,0.0416,0.0008015,,,,,0.000005,0.0407935,24688.72,1,Campbell Fair Shopping Center,"1740, 1800, 1820, 1826, 1840, 1844, 1848, 1852, 1856, 1860, 1880, 1898 East Fort Lowell Road & 3175 North Campbell Avenue",Tucson,AZ,85719,Incomplete,RT,46096,,1984,559517,1.89,8320000,20160513,0.88,821739,262222,,N,,,Y,Y,1,,,,,510368,1.72,,WFB,N,,0,WL,20160801,0,,1,
WFCM16LC24,,28000895,64,4536000,120,300,0.05576,0.05576,20160706,0,N,Y,1,3,Y,2,20181005,,20260405,L(27) D(90) O(3),,,,,,,,,,,1,,,,,,N,,,117,297,20260606,4516355.82,0.05576,0.0001265,,,,,0.000005,0.0556285,28061.26,1,Country Inn Pensacola,2607 Wilde Lake Boulevard,Pensacola,FL,32526,Incomplete,LO,,63,2008,700738.56,2.08,6366000,20151211,0.74,1607683.13,906944.57,,N,,,Y,Y,1,,20181006,,,636431.23,1.89,,LCF,N,,0,WL,20160526,0,,1,
WFCM16LC24,,28000902,66,4300000,120,300,0.0565,0.0565,20160706,0,N,Y,1,3,Y,2,20181005,,20260405,L(27) D(90) O(3),,,,,,,,,,,1,,,,,,N,,,117,297,20260606,4281617.81,0.0565,0.0001265,,,,,0.000005,0.0563685,26792.33,1,Country Inn and Suites Frederick,5579 Spectrum Drive,Frederick,MD,21703,Incomplete,LO,,99,1987,657421.47,2.04,6600000,20150407,0.65,1875377.93,1217956.46,,N,,,Y,Y,1,,20181006,,,582406.35,1.81,,LCF,N,,0,WL,20160519,0,,1,
WFCM16LC24,,410935702,69,4135000,120,360,0.0402,0.0402,20160911,0,N,Y,1,3,Y,2,20181010,,20260210,L(25) D(88) O(7),,,,,,,,,,,1,,,,,,N,,,119,359,20260811,4129525.16,0.0402,0.0001265,,,,,0.000005,0.0400685,19788.83,1,A-Alpha Mini Storage,4641 and 4757 South Cobb Drive Southeast,Smyrna,GA,30080,Incomplete,SS,69250,,1989,533757,2.25,9600000,20160623,0.97,927774,394017,,N,,,Y,N,1,,20181011,,,523370,2.2,,WFB,N,,0,WL,20160729,0,,1,
WFCM16LC24,,410933922,71,3935000,120,360,0.0445,0.0445,20160911,5,N,Y,1,3,Y,2,20181010,,20260210,L(25) D(88) O(7),,,,,,,,,,,1,,,,,,N,,,119,359,20260811,3930257.37,0.0445,0.0001265,,,,,0.000005,0.0443685,19821.33,1,Gratiot Retail Center,29000 Gratiot Avenue,Roseville,MI,48066,Incomplete,RT,17930,,2005,354439,1.49,5160000,20160703,0.87,524607,170168,,N,,,Y,Y,1,,20181011,,,331267,1.39,,WFB,N,,0,WL,20160801,0,,1,
WFCM16LC24,,600936085,72,3845000,120,360,0.0449,0.0449,20160911,0,N,Y,1,3,Y,2,20181010,,20260510,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260811,3840407.06,0.0449,0.0009015,,,,,0.000005,0.0439935,19459.21,1,Shoppes at 521,9787 Charlotte Highway,Fort Mill,SC,29707,Incomplete,RT,23630,,2005,387440,1.66,5500000,20160707,0.91,517290,129850,,N,,,Y,Y,1,,20181011,,,350879,1.5,,WFB,N,,0,WL,20160811,0,,1,
WFCM16LC24,,28001000,73,3780000,120,,0.0456,0.0456,20161006,0,Y,Y,1,3,Y,3,20161005,20260305,20290705,YM(24) YM or D(89) O(7),,,,,,,,,,,1,,,,,,N,,,120,,20300106,3780000,0.0456,0.0001265,,,,,0.000005,0.0454685,14842.8,1,Walgreens Youngstown,525 East Midlothian Boulevard,Boardman Township,OH,44502,Incomplete,RT,14820,,2005,318627.28,1.82,5400000,20150207,1,328481.73,9854.45,,N,,,N,N,1,20260906,20161006,,,316404.28,1.81,,LCF,N,,1,WL,20160824,120,,1,
WFCM16LC24,,410936068,75,3675000,120,360,0.0412,0.0412,20160911,0,Y,Y,1,3,Y,5,20181010,20260510,20260510,L(25) GRTR 1% or YM(91) O(4),,,20190911,,,,,,,,1,,,,,,N,,,119,360,20260811,3675000,0.0412,0.0001265,,,,,0.000005,0.0410685,13038.08,2,Family Dollar/Walgreens Portfolio,Various,Various,XX,Various,Incomplete,RT,22870,,,391635,1.83,7500000,20160629,1,397866,6231,,N,,,Y,N,1,,,,,388516,1.82,,WFB,N,,0,WL,20160805,35,,1,
WFCM16LC24,,300571557,76,3660000,120,360,0.046,0.046,20160906,0,Y,Y,1,3,Y,5,20181005,,20260505,L(25) D(91) O(4),,,20190906,,,,,,,,1,,,,,,N,,,119,360,20260806,3660000,0.046,0.0001265,,,,,0.000005,0.0458685,14497.67,1,Albin-Ridge Storage,202 Indian Hollow Road,Winchester,VA,22603,Incomplete,SS,51350,,1990,354570,1.57,5360000,20160525,1,469405,114835,,N,,,Y,Y,1,,20181006,,,348835,1.55,,RMF,N,,1,WL,20160718,35,,1,
WFCM16LC24,,300571572,77,3650000,120,360,0.052,0.052,20160906,0,N,Y,1,3,Y,2,20181005,,20260505,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260806,3646301.34,0.052,0.0001265,,,,,0.000005,0.0518685,20042.55,1,Battleground Avenue Retail,2510 & 2512 Battleground Avenue,Greensboro,NC,27408,Incomplete,RT,8500,,2015,315779,1.31,5300000,20160708,1,361252,45473,,N,,,Y,Y,1,,20181006,,,302179,1.26,,RMF,N,,0,WL,20160811,0,,1,
WFCM16LC24,,28000809,78,1534000,125,,0.0489,0.0489,20151206,0,Y,Y,1,3,Y,3,20181005,,20260205,L(34) D(88) O(3),,,,,,,,,,,1,,,,,,N,,,115,,20260406,1534000,0.0489,0.0001265,,,,,0.000005,0.0487685,6459.42,2,Dollar General Portfolio- Fisher and Fosston,Various,Various,XX,Various,Incomplete,RT,18102,,2015,149197.47,1.89,2360000,,1,153811.82,4614.35,,N,,,Y,N,1,,20181006,,,146482.17,1.86,,LCF,N,,0,WL,20151103,115,,1,
WFCM16LC24,,28000873,79,1534000,120,,0.0525,0.0525,20160506,0,Y,Y,1,3,Y,3,20181005,,20260205,L(29) D(88) O(3),,,,,,,,,,,1,,,,,,N,,,115,,20260406,1534000,0.0525,0.0001265,,,,,0.000005,0.0523685,6934.96,2,Dollar General Portfolio- Osakis and Adrian,Various,Various,MN,Various,Incomplete,RT,18200,,2015,149118.97,1.89,2360000,,1,153730.9,4611.93,,N,,,N,N,1,,20181006,,,146388.97,1.86,,LCF,N,,0,WL,20160406,115,,1,
WFCM16LC24,,410931318,81,2975000,120,360,0.045,0.045,20160911,0,N,Y,1,3,Y,2,20181010,20260510,20260510,L(25) GRTR 1% or YM(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260811,2971454.24,0.045,0.0001265,,,,,0.000005,0.0448685,15073.89,1,Main and Market,1426 & 1432 South Main Street,Venice,CA,90291,Incomplete,OF,7054,,1962,225461,1.25,8100000,20151016,1,317417,91955,,N,,,N,Y,1,,,,,211644,1.17,,WFB,N,,0,WL,20160804,0,,1,
WFCM16LC24,,28000831,83,2350000,120,360,0.04779,0.04779,20160106,0,N,Y,1,3,Y,2,20181005,,20250905,L(33) D(83) O(4),,,,,,,,,,,1,,,,,,N,,,111,351,20251206,2324679.96,0.04779,0.0001265,,,,,0.000005,0.0476585,12299.82,1,3934 FM1960 Road,3934 West FM 1960,Houston,TX,77068,Incomplete,OF,42808,,1982,285938.07,1.94,3600000,20151028,0.87,572102.96,286164.89,,N,,,Y,Y,1,,20181006,,,240130.7,1.63,,LCF,N,,1,WL,20151124,0,,1,
WFCM16LC24,,300571580,84,1850000,120,360,0.048,0.048,20161001,0,Y,Y,1,3,Y,5,20180930,,20260531,L(24) D(92) O(4),,,20191001,,,,,,,,1,,,,,,N,,,120,360,20260901,1850000,0.048,0.0001265,,,,,0.000005,0.0478685,7646.67,1,Meadows Mobile Home Park,Meadows Drive,Apollo,PA,15613,Incomplete,MH,,118,1983,205361,1.76,2880000,20160606,0.83,407520,202159,,N,,,Y,Y,1,,20181001,,,199461,1.71,,RMF,N,,0,WL,20160819,36,,1,
WFCM16LC24,,28000851,87,1120000,120,,0.0539,0.0539,20160306,0,Y,Y,1,3,Y,3,20160305,20250805,20300805,YM(31) YM or D(82) O(7),,,,,,,,,,,1,,,,,,N,,,113,,20310206,1120000,0.0539,0.0001265,,,,,0.000005,0.0537685,5198.36,1,Family Dollar- Radford,800 West Main Street,Radford,VA,24141,Incomplete,RT,8360,,2015,96843.42,1.58,1600000,20151012,1,99838.58,2995.16,,N,,,N,N,1,20260206,20160306,,,95589.42,1.56,,LCF,N,,1,WL,20160120,113,,1,
WFCM16LC24,,28000849,88,1071000,120,,0.0537,0.0537,20160306,0,Y,Y,1,3,Y,3,20160305,20250805,20300805,YM(31) YM or D(82) O(7),,,,,,,,,,,1,,,,,,N,,,113,,20310206,1071000,0.0537,0.0001265,,,,,0.000005,0.0535685,4952.48,1,Family Dollar- Malone,249 West Main Street,Village of Malone,NY,12953,Incomplete,RT,8320,,2015,92810.38,1.59,1530000,20151105,1,95680.8,2870.42,,N,,,N,N,1,20260206,20160306,,,91541.83,1.57,,LCF,N,,1,WL,20160120,113,,1,
WFCM16LC24,,28000841,90,825500,120,,0.0544,0.0544,20160306,0,Y,Y,1,3,Y,3,20160305,20250805,20300805,YM(31) YM or D(82) O(7),,,,,,,,,,,1,,,,,,N,,,113,,20310206,825500,0.0544,0.0001265,,,,,0.000005,0.0542685,3867.01,1,Dollar General Mercedes,6206 FM 1015,Mercedes,TX,78570,Incomplete,RT,9026,,2015,80035.87,1.76,1270000,20151120,1,82511.21,2475.34,,N,,,Y,N,1,20260206,20160306,,,78681.97,1.73,,LCF,N,,1,WL,20160120,113,,1,
WFCM16LC24,,28001001,91,620750,120,,0.0484,0.0484,20161006,0,Y,Y,1,3,Y,3,20161005,20260305,20310305,YM(24) YM or D(89) O(7),,,,,,,,,,,1,,,,,,N,,,120,,20310906,620750,0.0484,0.0001265,,,,,0.000005,0.0482685,2587.15,1,Dollar General Aurora,405 South Main Street,Aurora,MN,55705,Incomplete,RT,9100,,2015,63576.64,2.09,955000,20150315,1,65542.93,1966.29,,N,,,N,N,1,20260906,20161006,,,62211.64,2.04,,LCF,N,,1,WL,20160819,120,,1,
